,O.diatom,E.diatom,OoverE.diatom,Onull.diatom,Enull.diatom,OoverE.null.diatom,BC.diatom,BC.null.diatom,Type.diatom,Type.diatom.1,MMI.diatom,Type.null.diatom,MMI.null.diatom,ASCI.diatom,ASCI.null.diatom,O.sba,E.sba,OoverE.sba,Onull.sba,Enull.sba,OoverE.null.sba,BC.sba,BC.null.sba,Type.sba,Type.sba.1,MMI.sba,Type.null.sba,MMI.null.sba,ASCI.sba,ASCI.null.sba,O.hybrid,E.hybrid,OoverE.hybrid,Onull.hybrid,Enull.hybrid,OoverE.null.hybrid,BC.hybrid,BC.null.hybrid,Type.hybrid,Type.hybrid.1,MMI.hybrid,Type.null.hybrid,MMI.null.hybrid,ASCI.hybrid,ASCI.null.hybrid,zed
307PS0028_6.3.08_1,10,8.468497116,1.180847069,11,8.674796748,1.268041237,0.082925149,0.118181818,int,Intermediate,0.922444144,Intermediate,0.922444144,1.051645606,1.09524269,2,6.233146763,0.320865219,2,4.943349754,0.404583956,0.568376439,0.520397304,int,Intermediate,1.058329482,Intermediate,1.058329482,0.68959735,0.731456719,11,11.53952836,0.953245199,12,10.00478469,1.199426112,0.321105465,0.187866928,int,Intermediate,0.914310268,Intermediate,0.914310268,0.933777733,1.05686819,307PS0028_6.3.08_1
307PS0044_6.8.09_1,9,8.477412085,1.061644746,10,8.674796748,1.152764761,0.119542918,0.147003338,int,Intermediate,0.868014929,Intermediate,0.868014929,0.964829838,1.010389845,4,6.138244543,0.651652109,4,4.943349754,0.809167912,0.414607079,0.385293308,int,Intermediate,0.595381063,Intermediate,0.595381063,0.623516586,0.702274488,13,12.17690906,1.067594406,13,10.00478469,1.299378288,0.283887595,0.185524126,int,Intermediate,0.688057982,Intermediate,0.688057982,0.877826194,0.993718135,307PS0044_6.8.09_1
307SCCARR_6.21.10_1,8,7.884138894,1.014695467,9,8.674796748,1.037488285,0.112109382,0.154247163,rc,Reference,0.999551779,Reference,0.999551779,1.007123623,1.018520032,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reference,1.003092737,Reference,1.003092737,NA,NA,9,8.900528096,1.011175955,9,10.00478469,0.899569584,0.149405976,0.246978852,rc,Reference,0.968304817,Reference,0.968304817,0.989740386,0.9339372,307SCCARR_6.21.10_1
308BGC_5.28.14_1,9,8.956615416,1.004843859,9,8.674796748,1.037488285,0.163344567,0.18675253,int,Intermediate,1.04624204,Intermediate,1.04624204,1.02554295,1.041865162,9,5.278040505,1.705178274,9,4.943349754,1.820627803,0.260677191,0.290937997,int,Intermediate,0.83153111,Intermediate,0.83153111,1.268354692,1.326079456,16,11.47994428,1.393734988,12,10.00478469,1.199426112,0.21852858,0.212220048,int,Intermediate,1.008152766,Intermediate,1.008152766,1.200943877,1.103789439,308BGC_5.28.14_1
308BGC_6.14.11_1,9,8.956615416,1.004843859,8,8.674796748,0.922211809,0.144107505,0.178612059,other,Intermediate,1.203719638,Intermediate,1.203719638,1.104281749,1.062965723,7,4.993538682,1.40181151,7,4.943349754,1.416043847,0.311882453,0.310373273,other,Intermediate,1.092998294,Intermediate,1.092998294,1.247404902,1.25452107,14,11.27994029,1.241141322,12,10.00478469,1.199426112,0.20714038,0.195477278,other,Intermediate,1.108502298,Intermediate,1.108502298,1.17482181,1.153964205,308BGC_6.14.11_1
308BGC_8.11.11_1,10,8.956615416,1.116493177,10,8.674796748,1.152764761,0.122076429,0.144681469,other,Intermediate,1.016200477,Intermediate,1.016200477,1.066346827,1.084482619,6,4.617827726,1.299312221,6,4.943349754,1.213751868,0.302928499,0.359891965,other,Intermediate,1.015754754,Intermediate,1.015754754,1.157533488,1.114753311,14,12.57645068,1.11319166,12,10.00478469,1.199426112,0.229898083,0.192433138,other,Intermediate,1.011387499,Intermediate,1.011387499,1.062289579,1.105406806,308BGC_8.11.11_1
308BSU_7.13.10_1,10,9.086259522,1.100562886,10,8.674796748,1.152764761,0.128053027,0.129299086,rc,Reference,0.862986772,Reference,0.862986772,0.981774829,1.007875766,4,5.167420923,0.774080544,3,4.943349754,0.606875934,0.395589111,0.458604651,rc,Reference,0.785187895,Reference,0.785187895,0.779634219,0.696031914,12,12.11244009,0.990716974,12,10.00478469,1.199426112,0.29436007,0.187866928,rc,Reference,0.879236548,Reference,0.879236548,0.934976761,1.03933133,308BSU_7.13.10_1
308LILPAL_6.20.12_1,10,9.277808707,1.077840718,10,8.674796748,1.152764761,0.094493155,0.134523291,rv,Reference,0.92486763,Reference,0.92486763,1.001354174,1.038816196,4,3.934996088,1.016519435,4,4.943349754,0.809167912,0.417967553,0.450289177,rv,Reference,1.125240047,Reference,1.125240047,1.070879741,0.96720398,13,10.97212096,1.184821061,12,10.00478469,1.199426112,0.18857038,0.203087628,rv,Reference,0.961087712,Reference,0.961087712,1.072954387,1.080256912,308LILPAL_6.20.12_1
308LIM_6.4.14_1,11,9.536106622,1.153510592,10,8.674796748,1.152764761,0.137496397,0.129299086,int,Intermediate,1.49208457,Intermediate,1.49208457,1.322797581,1.322424665,6,5.799504983,1.034571057,5,4.943349754,1.01145989,0.388763557,0.391627446,int,Intermediate,1.169559034,Intermediate,1.169559034,1.102065045,1.090509462,12,11.3402583,1.058176956,13,10.00478469,1.299378288,0.221491719,0.179492512,int,Intermediate,1.27463167,Intermediate,1.27463167,1.166404313,1.287004979,308LIM_6.4.14_1
308LIM_6.4.14_2,12,9.536106622,1.258375192,11,8.674796748,1.268041237,0.114407558,0.118181818,other,Intermediate,1.337087267,Intermediate,1.337087267,1.297731229,1.302564252,6,5.799504983,1.034571057,5,4.943349754,1.01145989,0.388763557,0.391627446,other,Intermediate,1.155874763,Intermediate,1.155874763,1.09522291,1.083667327,13,11.3402583,1.146358368,13,10.00478469,1.299378288,0.205528716,0.179492512,other,Intermediate,1.203026079,Intermediate,1.203026079,1.174692224,1.251202184,308LIM_6.4.14_2
308LSRASC_6.13.11_1,7,9.459514117,0.739995724,7,8.674796748,0.806935333,0.202077903,0.203665284,other,Reference,0.782161993,Reference,0.782161993,0.761078859,0.794548663,4,3.921919829,1.019908661,4,4.943349754,0.809167912,0.343752995,0.402919306,other,Reference,0.99991151,Reference,0.99991151,1.009910085,0.904539711,10,10.3192124,0.969066205,10,10.00478469,0.99952176,0.19990076,0.219564697,other,Reference,0.856579737,Reference,0.856579737,0.912822971,0.928050748,308LSRASC_6.13.11_1
308LSRASC_7.18.11_1,8,9.327146171,0.857711443,8,8.674796748,0.922211809,0.165332345,0.168860718,rc,Reference,0.889174367,Reference,0.889174367,0.873442905,0.905693088,3,4.976507351,0.602832426,3,4.943349754,0.606875934,0.532187465,0.552248062,rc,Reference,1.053266839,Reference,1.053266839,0.828049633,0.830071387,9,11.93718348,0.753946692,9,10.00478469,0.899569584,0.263255063,0.246978852,rc,Reference,0.92084341,Reference,0.92084341,0.837395051,0.910206497,308LSRASC_7.18.11_1
308MWCAH1_6.23.10_1,7,9.216266695,0.759526632,7,8.674796748,0.806935333,0.20514506,0.243430152,rc,Reference,1.019542301,Reference,1.019542301,0.889534467,0.913238817,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reference,0.863020459,Reference,0.863020459,NA,NA,8,8.991364199,0.889742627,8,10.00478469,0.799617408,0.179931143,0.304809992,rc,Reference,0.983836129,Reference,0.983836129,0.936789378,0.891726769,308MWCAH1_6.23.10_1
308PS0156_6.19.12_1,12,9.611424975,1.248514141,11,8.674796748,1.268041237,0.110523717,0.118181818,rc,Reference,1.2016244,Reference,1.2016244,1.225069271,1.234832819,1,1.52421633,0.65607485,1,4.943349754,0.202291978,0.319369393,0.679237464,rc,Reference,1.102164785,Reference,1.102164785,0.879119818,0.652228382,11,9.612672072,1.144322819,11,10.00478469,1.099473936,0.125257215,0.21594533,rc,Reference,1.20552191,Reference,1.20552191,1.174922364,1.152497923,308PS0156_6.19.12_1
308PS0204_5.21.13_1,10,8.303320195,1.204337514,9,8.674796748,1.037488285,0.092697925,0.147194112,int,Intermediate,0.812251611,Intermediate,0.812251611,1.008294562,0.924869948,3,4.544230278,0.660177812,4,4.943349754,0.809167912,0.490987112,0.450289177,int,Intermediate,1.131287557,Intermediate,1.131287557,0.895732684,0.970227735,12,12.26720372,0.978218042,12,10.00478469,1.199426112,0.299923295,0.203087628,int,Intermediate,0.890066804,Intermediate,0.890066804,0.934142423,1.044746458,308PS0204_5.21.13_1
308PWCAH1_6.22.10_1,11,9.195390308,1.19625156,11,8.674796748,1.268041237,0.089357505,0.118181818,rc,Reference,0.935541183,Reference,0.935541183,1.065896371,1.10179121,3,2.023201454,1.48279846,4,4.943349754,0.809167912,0.19445737,0.392453869,rc,Reference,1.175884445,Reference,1.175884445,1.329341452,0.992526179,14,11.28928375,1.240114104,13,10.00478469,1.299378288,0.147071698,0.173876872,rc,Reference,1.051637168,Reference,1.051637168,1.145875636,1.175507728,308PWCAH1_6.22.10_1
308ROCBBQ_6.21.12_1,9,9.081457114,0.991030392,9,8.674796748,1.037488285,0.142534169,0.157927016,rc,Reference,0.917259008,Reference,0.917259008,0.9541447,0.977373647,0,2.620356573,0,0,4.943349754,0,1,1,rc,Reference,1.01227748,Reference,1.01227748,0.50613874,0.50613874,8,9.417789102,0.84945627,9,10.00478469,0.899569584,0.218579896,0.298086606,rc,Reference,0.911189491,Reference,0.911189491,0.88032288,0.905379538,308ROCBBQ_6.21.12_1
308SAM_6.23.10_1,12,9.617231989,1.247760272,11,8.674796748,1.268041237,0.110225399,0.118181818,rc,Reference,1.3887645,Reference,1.3887645,1.318262386,1.328402869,4,3.65828176,1.093409492,3,4.943349754,0.606875934,0.306749391,0.458604651,rc,Reference,1.081297892,Reference,1.081297892,1.087353692,0.844086913,14,11.5659566,1.210448948,12,10.00478469,1.199426112,0.178303836,0.187866928,rc,Reference,1.280749817,Reference,1.280749817,1.245599382,1.240087964,308SAM_6.23.10_1
308SANWIL_6.12.12_1,9,8.471301459,1.062410545,9,8.674796748,1.037488285,0.100586516,0.163446795,rv,Reference,0.894315255,Reference,0.894315255,0.9783629,0.96590177,1,2.980453888,0.335519366,1,4.943349754,0.202291978,0.535631794,0.679237464,rv,Reference,0.950515531,Reference,0.950515531,0.643017449,0.576403755,10,9.656282749,1.035595193,9,10.00478469,0.899569584,0.143548412,0.254783484,rv,Reference,0.831811862,Reference,0.831811862,0.933703528,0.865690723,308SANWIL_6.12.12_1
308SBCAH1_6.21.10_1,9,8.258805666,1.089745947,9,8.674796748,1.037488285,0.111358231,0.157927016,rv,Reference,1.127455724,Reference,1.127455724,1.108600835,1.082472004,3,1.963915429,1.527560686,4,4.943349754,0.809167912,0.208723252,0.401266869,rv,Reference,0.818013567,Reference,0.818013567,1.172787126,0.81359074,10,8.505518199,1.175707319,12,10.00478469,1.199426112,0.138586483,0.192433138,rv,Reference,0.98070754,Reference,0.98070754,1.078207429,1.090066826,308SBCAH1_6.21.10_1
308SBCAH1_6.21.10_2,9,8.258805666,1.089745947,9,8.674796748,1.037488285,0.111358231,0.157927016,other,Reference,1.201118884,Reference,1.201118884,1.145432415,1.119303584,3,1.963915429,1.527560686,3,4.943349754,0.606875934,0.208723252,0.438139535,other,Reference,1.012666805,Reference,1.012666805,1.270113746,0.80977137,10,8.505518199,1.175707319,12,10.00478469,1.199426112,0.138586483,0.192433138,other,Reference,1.007668271,Reference,1.007668271,1.091687795,1.103547192,308SBCAH1_6.21.10_2
309ANT_5.24.12_1,8,9.353618241,0.855283998,8,8.674796748,0.922211809,0.184330441,0.226068584,int,Intermediate,1.029413102,Intermediate,1.029413102,0.94234855,0.975812455,8,6.668660292,1.199641255,7,4.943349754,1.416043847,0.230957312,0.334708187,int,Intermediate,1.230441967,Intermediate,1.230441967,1.215041611,1.323242907,14,14.28070788,0.98034356,10,10.00478469,0.99952176,0.22109194,0.255919636,int,Intermediate,1.164750633,Intermediate,1.164750633,1.072547097,1.082136196,309ANT_5.24.12_1
309ARCBRC_8.25.08_1,8,9.792304443,0.816968064,8,8.674796748,0.922211809,0.228732425,0.224768406,rc,Reference,1.368874461,Reference,1.368874461,1.092921262,1.145543135,5,5.960157248,0.838904041,5,4.943349754,1.01145989,0.337749688,0.398067872,rc,Reference,1.130102294,Reference,1.130102294,0.984503168,1.070781092,13,13.48700925,0.963890494,9,10.00478469,0.899569584,0.268525782,0.268126888,rc,Reference,1.221778903,Reference,1.221778903,1.092834698,1.060674243,309ARCBRC_8.25.08_1
309ARSARC_6.23.10_1,10,9.566469666,1.045317693,10,8.674796748,1.152764761,0.127656869,0.134523291,rc,Reference,1.058709758,Reference,1.058709758,1.052013725,1.10573726,3,2.124258926,1.412257217,5,4.943349754,1.01145989,0.170901019,0.363884072,rc,Reference,1.152977024,Reference,1.152977024,1.282617121,1.082218457,12,9.424302578,1.27330377,12,10.00478469,1.199426112,0.120223163,0.185040226,rc,Reference,1.053698058,Reference,1.053698058,1.163500914,1.126562085,309ARSARC_6.23.10_1
309CAW126_5.21.14_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6.108592492,1.473334489,9,4.943349754,1.820627803,0.191375041,0.290937997,rv,Reference,1.1983542,Reference,1.1983542,1.335844345,1.509491002,7,11.95327336,0.585613646,4,10.00478469,0.399808704,0.532637062,0.611889306,rv,Reference,1.078548738,Reference,1.078548738,0.832081192,0.739178721,309CAW126_5.21.14_1
309CLCBVC_7.15.08_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.857494739,0.43747755,2,4.943349754,0.404583956,0.538856497,0.520397304,int,Intermediate,0.977423952,Intermediate,0.977423952,0.707450751,0.691003954,11,13.55265276,0.811649217,11,10.00478469,1.099473936,0.260596121,0.200911162,int,Intermediate,0.781465208,Intermediate,0.781465208,0.796557213,0.940469572,309CLCBVC_7.15.08_1
309LAS1MI_6.13.12_1,11,9.874141478,1.114020902,11,8.674796748,1.268041237,0.116047248,0.118181818,int,Intermediate,1.021610095,Intermediate,1.021610095,1.067815499,1.144825666,7,6.176673159,1.133296165,7,4.943349754,1.416043847,0.235639321,0.316147659,int,Intermediate,1.049360544,Intermediate,1.049360544,1.091328354,1.232702195,18,13.73286808,1.310724016,14,10.00478469,1.399330464,0.175294351,0.166434124,int,Intermediate,1.116502676,Intermediate,1.116502676,1.213613346,1.25791657,309LAS1MI_6.13.12_1
309LOR_5.29.12_1,8,9.879687872,0.80974218,7,8.674796748,0.806935333,0.24712398,0.28769018,int,Intermediate,0.619972644,Intermediate,0.619972644,0.714857412,0.713453989,3,6.324493338,0.474346298,3,4.943349754,0.606875934,0.479431582,0.470387597,int,Intermediate,1.065463495,Intermediate,1.065463495,0.769904896,0.836169715,10,13.44741403,0.7436374,8,10.00478469,0.799617408,0.325544362,0.315439809,int,Intermediate,0.894260943,Intermediate,0.894260943,0.818949171,0.846939175,309LOR_5.29.12_1
309NAF_5.24.12_1,10,9.121232781,1.096343032,10,8.674796748,1.152764761,0.098339503,0.134523291,rc,Reference,1.038973059,Reference,1.038973059,1.067658045,1.09586891,4,3.609807835,1.108092226,5,4.943349754,1.01145989,0.308115937,0.389645777,rc,Reference,1.050040004,Reference,1.050040004,1.079066115,1.030749947,12,9.200321715,1.304302216,11,10.00478469,1.099473936,0.132058292,0.20022779,rc,Reference,1.140302755,Reference,1.140302755,1.222302485,1.119888345,309NAF_5.24.12_1
309PS0040_6.3.08_1,7,9.836142964,0.711661067,7,8.674796748,0.806935333,0.260065979,0.240318119,int,Intermediate,0.822386725,Intermediate,0.822386725,0.767023896,0.814661029,1,6.354459049,0.157369808,1,4.943349754,0.202291978,0.730415901,0.679237464,int,Intermediate,0.462736592,Intermediate,0.462736592,0.3100532,0.332514285,8,14.21851086,0.562646826,8,10.00478469,0.799617408,0.394964049,0.302418283,int,Intermediate,0.751861246,Intermediate,0.751861246,0.657254036,0.775739327,309PS0040_6.3.08_1
309PS0043_6.10.09_1,9,9.223590846,0.975758807,10,8.674796748,1.152764761,0.134927677,0.129299086,other,Intermediate,0.973943658,Intermediate,0.973943658,0.974851233,1.06335421,7,6.313336877,1.108763897,7,4.943349754,1.416043847,0.26655981,0.320272221,other,Intermediate,0.446508408,Intermediate,0.446508408,0.777636153,0.931276127,15,13.92158939,1.077463182,14,10.00478469,1.399330464,0.182441276,0.166434124,other,Intermediate,0.883488772,Intermediate,0.883488772,0.980475977,1.141409618,309PS0043_6.10.09_1
309PS0043_7.8.09_1,8,9.223590846,0.867341162,9,8.674796748,1.037488285,0.178479391,0.176632935,int,Intermediate,1.139253333,Intermediate,1.139253333,1.003297247,1.088370809,9,6.559036991,1.372152652,8,4.943349754,1.618335825,0.244602364,0.305042816,int,Intermediate,0.46284416,Intermediate,0.46284416,0.917498406,1.040589993,15,13.854431,1.082686109,12,10.00478469,1.199426112,0.191808256,0.204609698,int,Intermediate,0.866226042,Intermediate,0.866226042,0.974456076,1.032826077,309PS0043_7.8.09_1
309PS0072_6.23.10_1,10,10.35004946,0.966178958,10,8.674796748,1.152764761,0.168490201,0.129299086,str,Stressed,0.817640567,Stressed,0.817640567,0.891909763,0.985202664,2,6.191653634,0.323015485,2,4.943349754,0.404583956,0.628659539,0.604114934,str,Stressed,0.842044523,Stressed,0.842044523,0.582530004,0.62331424,11,13.67774952,0.804225869,11,10.00478469,1.099473936,0.270414962,0.21594533,str,Stressed,0.778730726,Stressed,0.778730726,0.791478298,0.939102331,309PS0072_6.23.10_1
309PS0116_6.16.11_1,10,9.712069938,1.029646622,10,8.674796748,1.152764761,0.15436203,0.144681469,rc,Reference,1.296840552,Reference,1.296840552,1.163243587,1.224802657,6,6.055086233,0.990902486,6,4.943349754,1.213751868,0.296089454,0.37744767,rc,Reference,1.196072552,Reference,1.196072552,1.093487519,1.20491221,16,17.14178698,0.933391601,12,10.00478469,1.199426112,0.271031953,0.210480539,rc,Reference,1.188046555,Reference,1.188046555,1.060719078,1.193736334,309PS0116_6.16.11_1
309PS0116_6.16.11_2,10,9.391057947,1.064842753,10,8.674796748,1.152764761,0.109604929,0.144681469,other,Reference,1.146961419,Reference,1.146961419,1.105902086,1.14986309,6,5.88031349,1.020353763,6,4.943349754,1.213751868,0.278241227,0.37744767,other,Reference,1.043844461,Reference,1.043844461,1.032099112,1.128798165,15,13.68713398,1.095919717,12,10.00478469,1.199426112,0.156863109,0.210480539,other,Reference,1.239715905,Reference,1.239715905,1.167817811,1.219571009,309PS0116_6.16.11_2
309PSO_5.22.12_1,9,11.07010353,0.813000526,9,8.674796748,1.037488285,0.223393187,0.160380251,str,Stressed,0.776478406,Stressed,0.776478406,0.794739466,0.906983345,6,7.203243323,0.832958118,4,4.943349754,0.809167912,0.416657155,0.482787111,str,Stressed,0.644462919,Stressed,0.644462919,0.738710519,0.726815416,13,14.1679621,0.917563155,11,10.00478469,1.099473936,0.265003943,0.228701595,str,Stressed,0.81583919,Stressed,0.81583919,0.866701173,0.957656563,309PSO_5.22.12_1
309SAP_5.23.12_1,14,11.26341484,1.242962299,11,8.674796748,1.268041237,0.108322061,0.118181818,int,Intermediate,0.885111765,Intermediate,0.885111765,1.064037032,1.076576501,6,5.905945197,1.015925445,6,4.943349754,1.213751868,0.302429863,0.355390502,int,Intermediate,1.243500015,Intermediate,1.243500015,1.12971273,1.228625942,19,15.55882803,1.221171669,13,10.00478469,1.299378288,0.171280345,0.179492512,int,Intermediate,1.153377101,Intermediate,1.153377101,1.187274385,1.226377695,309SAP_5.23.12_1
309SARANF_8.26.08_1,10,9.202534904,1.086657112,10,8.674796748,1.152764761,0.12418663,0.147003338,int,Intermediate,1.00398611,Intermediate,1.00398611,1.045321611,1.078375436,9,7.506032974,1.1990355,7,4.943349754,1.416043847,0.264222252,0.33759538,int,Intermediate,1.079882006,Intermediate,1.079882006,1.139458753,1.247962926,17,14.17339946,1.199429964,12,10.00478469,1.199426112,0.170149855,0.200043488,int,Intermediate,1.122369917,Intermediate,1.122369917,1.16089994,1.160898014,309SARANF_8.26.08_1
309SAT_5.23.12_1,10,11.38315921,0.878490743,9,8.674796748,1.037488285,0.185905145,0.147194112,str,Stressed,0.653650549,Stressed,0.653650549,0.766070646,0.845569417,2,6.244118169,0.320301433,2,4.943349754,0.404583956,0.571840815,0.520397304,str,Stressed,0.446981121,Stressed,0.446981121,0.383641277,0.425782539,11,13.90600618,0.791025105,11,10.00478469,1.099473936,0.255730021,0.20022779,str,Stressed,0.581038566,Stressed,0.581038566,0.686031836,0.840256251,309SAT_5.23.12_1
309SDCMCC_7.14.08_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.695706693,0.175570839,1,4.943349754,0.202291978,0.708121944,0.679237464,int,Intermediate,0.726157004,Intermediate,0.726157004,0.450863921,0.464224491,6,13.13926735,0.456646466,6,10.00478469,0.599713056,0.433393193,0.365321375,int,Intermediate,0.762816247,Intermediate,0.762816247,0.609731357,0.681264652,309SDCMCC_7.14.08_1
309SEC_7.2.12_1,10,9.06660852,1.10294825,10,8.674796748,1.152764761,0.103397848,0.134523291,int,Intermediate,0.899915706,Intermediate,0.899915706,1.001431978,1.026340234,8,7.966427683,1.004214225,7,4.943349754,1.416043847,0.320265873,0.334708187,int,Intermediate,1.0586124,Intermediate,1.0586124,1.031413312,1.237328123,17,13.93321262,1.220106265,13,10.00478469,1.299378288,0.17522002,0.176788686,int,Intermediate,1.009341906,Intermediate,1.009341906,1.114724085,1.154360097,309SEC_7.2.12_1
309SED071_4.3.12_1,10,8.500331052,1.17642477,11,8.674796748,1.268041237,0.081061736,0.118181818,other,Intermediate,1.024820263,Intermediate,1.024820263,1.100622516,1.14643075,9,8.138849518,1.105807397,8,4.943349754,1.618335825,0.279308148,0.301236917,other,Intermediate,0.902093128,Intermediate,0.902093128,1.003950262,1.260214476,18,12.94675597,1.390309669,14,10.00478469,1.399330464,0.163288328,0.166434124,other,Intermediate,1.056140702,Intermediate,1.056140702,1.223225185,1.227735583,309SED071_4.3.12_1
